rainfall_intensity,cumulative_rainfall,occurrences,pixel
14.10675049,14.10675049,0,3_20
14.19448853,28.38897705,0,3_20
14.43099976,28.86199951,0,3_20
15.33508301,15.33508301,0,3_20
17.8604126,35.7208252,0,3_20
31.27034505,93.81103516,0,3_20
27.74047852,27.74047852,0,3_20
10.52093506,10.52093506,0,3_20
15.52009583,62.0803833,0,3_20
14.11437988,28.22875977,0,3_20
33.81347656,33.81347656,0,3_20
17.2290802,68.9163208,0,3_20
23.86474609,71.59423828,0,3_20
14.89639282,29.79278564,0,3_20
10.05554199,10.05554199,0,3_20
10.10894775,10.10894775,0,3_20
17.53234863,17.53234863,0,3_20
12.47406006,12.47406006,0,3_20
40.64941406,40.64941406,0,3_20
23.54431152,23.54431152,0,3_20
35.21728516,35.21728516,0,3_20
15.97340902,47.92022705,0,3_20
14.03808594,14.03808594,0,3_20
13.04626465,13.04626465,0,3_20
16.98303223,33.96606445,0,3_20
18.03588867,18.03588867,0,3_20
26.44348145,26.44348145,0,3_20
19.37484741,38.74969482,0,3_20
20.93505859,20.93505859,0,3_20
31.21948242,187.3168945,0,3_20
12.9699707,12.9699707,0,3_20
15.29693604,30.59387207,0,3_20
30.83229065,123.3291626,0,3_20
13.48876953,26.97753906,0,3_20
13.78250122,27.56500244,0,3_20
11.21902466,22.43804932,0,3_20
12.51220703,12.51220703,0,3_20
18.23043823,36.46087646,0,3_20
24.36065674,48.72131348,0,3_20
33.9050293,33.9050293,0,3_20
11.19995117,11.19995117,0,3_20
13.05389404,13.05389404,0,3_20
18.63098145,18.63098145,0,3_20
10.28442383,10.28442383,0,3_20
19.60754395,19.60754395,0,3_20
14.14489746,14.14489746,0,3_20
14.86206055,14.86206055,0,3_20
15.74707031,15.74707031,0,3_20
21.94976807,43.89953613,0,3_20
13.73291016,27.46582031,0,3_20
24.71160889,49.42321777,0,3_20
46.72241211,46.72241211,0,3_20
27.79642741,83.38928223,0,3_20
28.21350098,28.21350098,0,3_20
20.25604248,40.51208496,0,3_20
11.75689697,11.75689697,0,3_20
24.0020752,48.00415039,0,3_20
27.32849121,54.65698242,0,3_20
21.22497559,21.22497559,0,3_20
22.412618,67.237854,0,3_20
20.56121826,41.12243652,0,3_20
11.65008545,11.65008545,0,3_20
11.56616211,11.56616211,0,3_20
14.34326172,14.34326172,0,3_20
18.04351807,36.08703613,0,3_20
11.14273071,22.28546143,0,3_20
14.74761963,14.74761963,0,3_20
15.88058472,31.76116943,0,3_20
50.96435547,50.96435547,0,3_20
23.88381958,47.76763916,0,3_20
53.40576172,53.40576172,0,3_20
22.26257324,22.26257324,0,3_20
38.42926025,230.5755615,0,3_20
19.68129476,59.04388428,0,3_20
13.59558105,13.59558105,0,3_20
17.05169678,34.10339355,0,3_20
11.61956787,11.61956787,0,3_20
17.76123047,35.52246094,0,3_20
19.18029785,19.18029785,0,3_20
23.09417725,46.18835449,0,3_20
10.41412354,10.41412354,0,3_20
13.98468018,13.98468018,0,3_20
23.76302083,71.2890625,0,3_20
15.54870605,46.64611816,0,3_20
11.03210449,11.03210449,0,3_20
37.78076172,37.78076172,0,3_20
25.38553874,76.15661621,0,3_20
34.06677246,170.3338623,0,3_20
21.22497559,84.89990234,0,3_20
99.12109375,99.12109375,0,3_20
32.41093953,194.4656372,0,3_20
12.60375977,12.60375977,0,3_20
29.19006348,58.38012695,0,3_20
23.80371094,23.80371094,0,3_20
18.00537109,36.01074219,0,3_20
16.72871908,50.18615723,0,3_20
24.34234619,121.711731,0,3_20
15.89584351,31.79168701,0,3_20
10.57434082,10.57434082,0,3_20
24.10888672,48.21777344,0,3_20
11.66152954,23.32305908,0,3_20
16.13616943,48.4085083,0,3_20
45.04394531,45.04394531,0,3_20
26.47399902,26.47399902,0,3_20
39.48974609,39.48974609,0,3_20
19.85168457,59.55505371,0,3_20
31.73828125,31.73828125,0,3_20
13.22937012,13.22937012,0,3_20
13.32855225,26.65710449,0,3_20
22.38464355,22.38464355,0,3_20
10.81848145,10.81848145,0,3_20
10.44464111,10.44464111,0,3_20
11.81793213,11.81793213,0,3_20
11.33346558,22.66693115,0,3_20
18.31054688,18.31054688,0,3_20
22.23205566,44.46411133,0,3_20
20.84350586,20.84350586,0,3_20
16.67785645,16.67785645,0,3_20
22.97210693,45.94421387,0,3_20
11.77978516,11.77978516,0,3_20
20.15686035,20.15686035,0,3_20
59.47875977,59.47875977,0,3_20
15.82336426,15.82336426,0,3_20
18.38684082,18.38684082,0,3_20
11.26861572,22.53723145,0,3_20
18.65768433,37.31536865,0,3_20
48.61450195,48.61450195,0,3_20
15.16342163,30.32684326,0,3_20
12.81738281,12.81738281,0,3_20
17.19665527,17.19665527,0,3_20
17.64170329,52.92510986,0,3_20
34.42764282,68.85528564,0,3_20
19.51599121,19.51599121,0,3_20
18.95141602,18.95141602,0,3_20
12.26425171,24.52850342,0,3_20
10.49041748,10.49041748,0,3_20
22.16148376,88.64593506,0,3_20
10.90240479,10.90240479,0,3_20
16.79992676,16.79992676,0,3_20
16.71218872,33.42437744,0,3_20
11.21520996,22.43041992,0,3_20
10.42175293,10.42175293,0,3_20
11.20758057,11.20758057,0,3_20
15.6288147,31.25762939,0,3_20
19.83133952,59.49401855,0,3_20
13.2522583,13.2522583,0,3_20
19.34051514,38.68103027,0,3_20
25.36773682,177.5741577,0,3_20
62.99845378,188.9953613,0,3_20
12.19940186,12.19940186,0,3_20
11.22283936,11.22283936,0,3_20
10.54382324,10.54382324,0,3_20
20.69091797,20.69091797,0,3_20
33.56933594,33.56933594,0,3_20
41.96166992,41.96166992,0,3_20
16.64352417,33.28704834,0,3_20
21.44622803,42.89245605,0,3_20
11.64245605,11.64245605,0,3_20
10.44464111,20.88928223,0,3_20
11.67678833,23.35357666,0,3_20
10.1776123,10.1776123,0,3_20
22.50671387,22.50671387,0,3_20
11.62719727,11.62719727,0,3_20
24.58190918,24.58190918,0,3_20
10.10131836,10.10131836,0,3_20
56.0760498,112.1520996,0,3_20
15.0604248,30.12084961,0,3_20
22.06420898,22.06420898,0,3_20
29.84428406,119.3771362,0,3_20
27.6184082,82.85522461,0,3_20
31.78405762,63.56811523,0,3_20
11.08551025,11.08551025,0,3_20
18.63098145,18.63098145,0,3_20
23.66129557,70.98388672,0,3_20
11.26861572,11.26861572,0,3_20
16.7388916,16.7388916,0,3_20
14.58740234,14.58740234,0,3_20
17.95959473,17.95959473,0,3_20
13.98849487,27.97698975,0,3_20
19.09891764,57.29675293,0,3_20
15.2130127,15.2130127,0,3_20
21.14868164,42.29736328,0,3_20
10.91003418,10.91003418,0,3_20
25.84533691,129.2266846,0,3_20
19.71054077,39.42108154,0,3_20
52.27661133,52.27661133,0,3_20
15.72926839,47.18780518,0,3_20
12.72583008,25.45166016,0,3_20
22.17102051,22.17102051,0,3_20
15.02227783,15.02227783,0,3_20
14.22627767,42.67883301,0,3_20
27.03857422,27.03857422,0,3_20
17.56286621,17.56286621,0,3_20
14.793396,14.793396,0,3_20
13.91601563,13.91601563,0,3_20
23.63586426,47.27172852,0,3_20
14.40429688,14.40429688,0,3_20
10.16235352,10.16235352,0,3_20
14.80102539,14.80102539,0,3_20
13.11747233,39.35241699,0,3_20
44.25048828,44.25048828,0,3_20
18.46313477,18.46313477,0,3_20
12.65716553,12.65716553,0,3_20
23.90034993,71.7010498,0,3_20
18.21899414,18.21899414,0,3_20
16.55960083,33.11920166,0,3_20
13.22174072,26.44348145,0,3_20
26.00097656,26.00097656,0,3_20
18.42498779,36.84997559,0,3_20
15.32745361,15.32745361,0,3_20
32.21130371,64.42260742,0,3_20
16.12345378,48.37036133,0,3_20
19.96994019,39.93988037,0,3_20
15.4800415,15.4800415,0,3_20
11.77215576,11.77215576,0,3_20
10.77270508,10.77270508,0,3_20
12.02392578,12.02392578,0,3_20
10.08605957,10.08605957,0,3_20
14.54925537,29.09851074,0,3_20
14.68658447,14.68658447,0,3_20
19.71435547,19.71435547,0,3_20
10.52093506,10.52093506,0,3_20
43.37310791,130.1193237,0,3_20
77.1484375,77.1484375,0,3_20
16.90483093,67.61932373,0,3_20
17.54760742,17.54760742,0,3_20
17.10510254,17.10510254,0,3_20
10.20050049,10.20050049,0,3_20
20.53070068,82.12280273,0,3_20
10.98632813,10.98632813,0,3_20
25.6652832,25.6652832,0,3_20
13.09967041,13.09967041,0,3_20
16.08276367,16.08276367,0,3_20
15.25497437,30.50994873,0,3_20
17.92907715,17.92907715,0,3_20
17.49801636,69.99206543,0,3_20
19.92797852,19.92797852,0,3_20
39.3371582,39.3371582,0,3_20
15.58685303,62.34741211,0,3_20
13.59558105,13.59558105,0,3_20
15.25878906,30.51757813,0,3_20
16.54052734,16.54052734,0,3_20
14.69802856,29.39605713,0,3_20
30.01403809,30.01403809,0,3_20
42.12443034,126.373291,0,3_20
13.71765137,13.71765137,0,3_20
14.75270589,44.25811768,0,3_20
28.12957764,56.25915527,0,3_20
20.29800415,40.5960083,0,3_20
22.75085449,22.75085449,0,3_20
18.88275146,37.76550293,0,3_20
15.2053833,15.2053833,0,3_20
23.63586426,47.27172852,0,3_20
15.24353027,15.24353027,0,3_20
16.21119181,97.26715088,0,3_20
22.8805542,45.7611084,0,3_20
24.34921265,97.39685059,0,3_20
15.41900635,46.25701904,0,3_20
19.22607422,19.22607422,0,3_20
16.54434204,33.08868408,0,3_20
13.05389404,13.05389404,0,3_20
18.4173584,18.4173584,0,3_20
10.1776123,10.1776123,0,3_20
12.24899292,24.49798584,0,3_20
20.96557617,62.89672852,0,3_20
28.49324544,85.47973633,0,3_20
16.96777344,16.96777344,0,3_20
10.00976563,10.00976563,0,3_20
27.97698975,111.907959,0,3_20
22.77374268,68.32122803,0,3_20
16.27604167,48.828125,0,3_20
29.80041504,29.80041504,0,3_20
26.81732178,53.63464355,0,3_20
12.29095459,12.29095459,0,3_20
29.60205078,29.60205078,0,3_20
18.50891113,55.5267334,0,3_20
16.79611206,33.59222412,0,3_20
17.43621826,87.18109131,0,3_20
10.38360596,10.38360596,0,3_20
18.15795898,18.15795898,0,3_20
15.79284668,31.58569336,0,3_20
36.75842285,73.5168457,0,3_20
10.1852417,10.1852417,0,3_20
12.29095459,12.29095459,0,3_20
41.81671143,125.4501343,0,3_20
11.39831543,11.39831543,0,3_20
49.25537109,49.25537109,0,3_20
51.23901367,51.23901367,0,3_20
24.20043945,48.40087891,0,3_20
19.59228516,19.59228516,0,3_20
35.70556641,71.41113281,0,3_20
18.84460449,18.84460449,0,3_20
21.72851563,21.72851563,0,3_20
32.74154663,130.9661865,0,3_20
25.17700195,50.35400391,0,3_20
36.49902344,36.49902344,0,3_20
27.57263184,55.14526367,0,3_20
16.23535156,16.23535156,0,3_20
10.77270508,10.77270508,0,3_20
12.12310791,24.24621582,0,3_20
11.06262207,11.06262207,0,3_20
11.17706299,11.17706299,0,3_20
10.26153564,10.26153564,0,3_20
19.65332031,19.65332031,0,3_20
10.82611084,10.82611084,0,3_20
11.9934082,11.9934082,0,3_20
10.91003418,10.91003418,0,3_20
20.43914795,40.8782959,0,3_20
20.70617676,20.70617676,0,3_20
17.48809814,87.44049072,0,3_20
15.15960693,30.31921387,0,3_20
27.84729004,27.84729004,0,3_20
25.75683594,51.51367188,0,3_20
21.45894368,64.37683105,0,3_20
19.54650879,19.54650879,0,3_20
13.83972168,13.83972168,0,3_20
38.20800781,38.20800781,0,3_20
22.21679688,22.21679688,0,3_20
16.21627808,32.43255615,0,3_20
34.4619751,137.8479004,0,3_20
21.95587158,109.7793579,0,3_20
16.86096191,16.86096191,0,3_20
15.19966125,60.79864502,0,3_20
31.1756134,124.7024536,0,3_20
14.88749186,44.66247559,0,3_20
12.71057129,12.71057129,0,3_20
16.63208008,33.26416016,0,3_20
16.14379883,16.14379883,0,3_20
24.8260498,74.47814941,0,3_20
11.38305664,11.38305664,0,3_20
10.92529297,10.92529297,0,3_20
15.71655273,15.71655273,0,3_20
21.69799805,21.69799805,0,3_20
28.56445313,57.12890625,0,3_20
10.89477539,10.89477539,0,3_20
18.06640625,18.06640625,0,3_20
12.59613037,12.59613037,0,3_20
14.0838623,14.0838623,0,3_20
38.23852539,38.23852539,0,3_20
27.05383301,27.05383301,0,3_20
24.18518066,24.18518066,0,3_20
54.90112305,54.90112305,0,3_20
33.36970011,200.2182007,0,3_20
12.74490356,25.48980713,0,3_20
11.23809814,11.23809814,0,3_20
24.61242676,24.61242676,0,3_20
16.56341553,66.25366211,0,3_20
11.52038574,11.52038574,0,3_20
18.91708374,37.83416748,0,3_20
10.10131836,10.10131836,0,3_20
15.03295898,75.16479492,0,3_20
10.77270508,10.77270508,0,3_20
17.53234863,17.53234863,0,3_20
14.9307251,14.9307251,0,3_20
13.03863525,13.03863525,0,3_20
20.21789551,40.43579102,0,3_20
13.57269287,13.57269287,0,3_20
10.55908203,10.55908203,0,3_20
37.69429525,113.0828857,0,3_20
18.20373535,54.61120605,0,3_20
16.0446167,32.0892334,0,3_20
18.25714111,36.51428223,0,3_20
17.6188151,52.85644531,0,3_20
32.37915039,32.37915039,0,3_20
34.54589844,34.54589844,0,3_20
41.46575928,82.93151855,0,3_20
30.4107666,60.8215332,0,3_20
21.55303955,43.1060791,0,3_20
13.76724243,27.53448486,0,3_20
17.24243164,34.48486328,0,3_20
11.31439209,22.62878418,0,3_20
19.72961426,39.45922852,0,3_20
27.9083252,27.9083252,0,3_20
12.34054565,24.68109131,0,3_20
19.97680664,99.8840332,0,3_20
24.87691243,74.6307373,0,3_20
13.67950439,13.67950439,0,3_20
23.74267578,47.48535156,0,3_20
18.87512207,37.75024414,0,3_20
13.13781738,13.13781738,0,3_20
11.40594482,11.40594482,0,3_20
13.29040527,13.29040527,0,3_20
18.15795898,36.31591797,0,3_20
22.19390869,88.77563477,0,3_20
15.68603516,31.37207031,0,3_20
12.52746582,12.52746582,0,3_20
12.93182373,12.93182373,0,3_20
15.65551758,15.65551758,0,3_20
14.19830322,14.19830322,0,3_20
11.17324829,22.34649658,0,3_20
13.15816243,39.4744873,0,3_20
17.15087891,17.15087891,0,3_20
15.25878906,45.77636719,0,3_20
11.4364624,11.4364624,0,3_20
15.28930664,15.28930664,0,3_20
31.37207031,31.37207031,0,3_20
10.69641113,10.69641113,0,3_20
14.33563232,14.33563232,0,3_20
37.17041016,74.34082031,0,3_20
18.76831055,18.76831055,0,3_20
15.93780518,31.87561035,0,3_20
12.35198975,12.35198975,0,3_20
12.47024536,49.88098145,0,3_20
13.37432861,26.74865723,0,3_20
37.13417053,148.5366821,0,3_20
28.03293864,84.09881592,0,3_20
22.84749349,137.0849609,0,3_20
21.46911621,42.93823242,0,3_20
20.33615112,81.34460449,0,3_20
13.50402832,67.5201416,0,3_20
20.74432373,82.97729492,0,3_20
18.4135437,36.8270874,0,3_20
15.22827148,15.22827148,0,3_20
20.40100098,20.40100098,0,3_20
17.94242859,71.76971436,0,3_20
10.91003418,10.91003418,0,3_20
16.16668701,48.50006104,0,3_20
13.78122965,41.34368896,0,3_20
14.9269104,29.8538208,0,3_20
21.21925354,84.87701416,0,3_20
10.62774658,10.62774658,0,3_20
11.1618042,11.1618042,0,3_20
21.82006836,21.82006836,0,3_20
14.57214355,14.57214355,0,3_20
11.04736328,11.04736328,0,3_20
25.28508504,151.7105103,0,3_20
36.30065918,72.60131836,0,3_20
38.39111328,115.1733398,0,3_20
41.81671143,83.63342285,0,3_20
22.12524414,110.6262207,0,3_20
16.99829102,16.99829102,0,3_20
12.24517822,12.24517822,0,3_20
21.36993408,42.73986816,0,3_20
19.37866211,19.37866211,0,3_20
19.33288574,38.66577148,0,3_20
18.00537109,36.01074219,0,3_20
24.6887207,24.6887207,0,3_20
19.05822754,19.05822754,0,3_20
10.84136963,32.52410889,0,3_20
18.23425293,18.23425293,0,3_20
36.89575195,36.89575195,0,3_20
14.39666748,14.39666748,0,3_20
33.23364258,33.23364258,0,3_20
17.51708984,17.51708984,0,3_20
15.22064209,15.22064209,0,3_20
14.57214355,14.57214355,0,3_20
19.57702637,39.15405273,0,3_20
12.16888428,12.16888428,0,3_20
51.51367188,51.51367188,0,3_20
45.31097412,90.62194824,1,3_20
19.36340332,19.36340332,0,3_20
12.37487793,37.12463379,0,3_20
12.78940837,38.3682251,0,3_20
32.28759766,32.28759766,0,3_20
11.29150391,11.29150391,0,3_20
13.92364502,13.92364502,0,3_20
14.793396,29.58679199,0,3_20
35.26306152,70.52612305,0,3_20
10.47515869,10.47515869,0,3_20
14.81628418,14.81628418,0,3_20
29.11885579,87.35656738,0,3_20
39.55078125,39.55078125,0,3_20
24.03259277,24.03259277,0,3_20
22.97973633,22.97973633,0,3_20
14.83917236,14.83917236,0,3_20
19.37866211,19.37866211,0,3_20
11.5814209,11.5814209,0,3_20
12.4206543,12.4206543,0,3_20
13.9541626,13.9541626,0,3_20
14.00756836,14.00756836,0,3_20
12.8364563,25.6729126,0,3_20
14.62554932,14.62554932,0,3_20
40.54641724,81.09283447,0,3_20
17.32635498,34.65270996,0,3_20
28.56445313,57.12890625,0,3_20
22.16033936,110.8016968,0,3_20
11.55090332,11.55090332,0,3_20
25.1566569,75.4699707,0,3_20
14.71710205,14.71710205,0,3_20
17.77648926,17.77648926,0,3_20
12.42828369,24.85656738,0,3_20
15.85388184,15.85388184,0,3_20
13.16833496,13.16833496,0,3_20
17.65441895,35.30883789,0,3_20
21.60644531,21.60644531,0,3_20
10.77270508,10.77270508,0,3_20
16.72363281,16.72363281,0,3_20
10.71166992,10.71166992,0,3_20
27.09452311,81.28356934,0,3_20
28.08888753,84.2666626,0,3_20
23.19335938,23.19335938,0,3_20
58.90655518,117.8131104,0,3_20
20.81298828,41.62597656,0,3_20
19.02770996,19.02770996,0,3_20
15.9072876,31.8145752,0,3_20
16.98303223,16.98303223,0,3_20
11.9934082,11.9934082,0,3_20
10.89477539,10.89477539,0,3_20
16.6905721,50.07171631,0,3_20
31.1164856,62.23297119,0,3_20
27.26745605,81.80236816,0,3_20
10.15472412,10.15472412,0,3_20
18.73779297,37.47558594,0,3_20
17.78411865,53.35235596,0,3_20
13.8168335,13.8168335,0,3_20
13.80157471,27.60314941,0,3_20
19.98647054,59.95941162,0,3_20
13.15307617,13.15307617,0,3_20
19.83642578,19.83642578,0,3_20
11.52038574,11.52038574,0,3_20
17.36450195,17.36450195,0,3_20
13.51928711,13.51928711,0,3_20
11.06262207,11.06262207,0,3_20
22.53723145,22.53723145,0,3_20
15.08331299,30.16662598,0,3_20
20.90454102,20.90454102,0,3_20
38.57421875,38.57421875,0,3_20
41.31189982,247.8713989,0,3_20
14.45007324,14.45007324,0,3_20
19.45495605,19.45495605,0,3_20
16.61682129,16.61682129,0,3_20
46.81396484,46.81396484,0,3_20
17.05932617,17.05932617,0,3_20
10.44464111,10.44464111,0,3_20
20.19755046,60.59265137,0,3_20
33.87451172,33.87451172,0,3_20
13.18359375,13.18359375,0,3_20
17.49801636,34.99603271,0,3_20
13.31710815,53.26843262,0,3_20
25.20751953,25.20751953,0,3_20
14.94979858,29.89959717,0,3_20
20.28401693,60.85205078,0,3_20
17.13943481,34.27886963,0,3_20
31.73828125,31.73828125,0,3_20
30.14755249,60.29510498,0,3_20
41.22924805,41.22924805,0,3_20
27.50015259,55.00030518,0,3_20
14.46533203,14.46533203,0,3_20
19.40917969,19.40917969,0,3_20
25.23676554,151.4205933,0,3_20
34.98331706,104.9499512,0,3_20
31.34155273,31.34155273,0,3_20
29.64782715,29.64782715,0,3_20
26.65557861,133.2778931,0,3_20
12.32147217,12.32147217,0,3_20
12.37487793,12.37487793,0,3_20
44.03686523,44.03686523,0,3_20
25.9552002,25.9552002,0,3_20
14.66751099,29.33502197,0,3_20
19.6685791,19.6685791,0,3_20
44.06738281,44.06738281,0,3_20
12.75253296,25.50506592,0,3_20
12.22229004,12.22229004,0,3_20
34.42382813,34.42382813,0,3_20
14.69421387,44.0826416,0,3_20
21.37756348,21.37756348,0,3_20
10.3302002,10.3302002,0,3_20
22.97973633,22.97973633,0,3_20
33.17260742,33.17260742,0,3_20
24.79553223,24.79553223,0,3_20
16.75796509,33.51593018,0,3_20
40.33406576,121.0021973,0,3_20
16.14379883,16.14379883,0,3_20
10.96343994,10.96343994,0,3_20
38.63525391,38.63525391,0,3_20
26.89170837,107.5668335,0,3_20
17.14324951,34.28649902,0,3_20
11.61956787,11.61956787,0,3_20
29.11376953,29.11376953,0,3_20
27.84729004,27.84729004,0,3_20
17.40455627,69.6182251,0,3_20
32.15026855,64.30053711,0,3_20
24.58190918,24.58190918,0,3_20
11.94000244,11.94000244,0,3_20
22.62878418,22.62878418,0,3_20
13.1149292,13.1149292,0,3_20
27.9083252,55.81665039,0,3_20
12.35961914,12.35961914,0,3_20
27.45056152,27.45056152,0,3_20
29.11376953,29.11376953,0,3_20
11.27624512,11.27624512,0,3_20
11.52610779,46.10443115,0,3_20
12.6953125,12.6953125,0,3_20
15.60974121,15.60974121,0,3_20
18.87512207,18.87512207,0,3_20
10.19287109,10.19287109,0,3_20
10.62011719,10.62011719,0,3_20
15.64025879,15.64025879,0,3_20
11.13891602,11.13891602,0,3_20
37.17803955,74.3560791,1,3_20
40.29846191,80.59692383,0,3_20
12.63427734,12.63427734,0,3_20
20.14160156,60.42480469,0,3_20
19.86694336,19.86694336,0,3_20
23.4375,23.4375,0,3_20
14.03808594,14.03808594,0,3_20
30.8380127,30.8380127,0,3_20
21.60644531,21.60644531,0,3_20
11.53564453,34.60693359,0,3_20
14.62554932,29.25109863,0,3_20
12.43972778,24.87945557,0,3_20
15.67077637,15.67077637,0,3_20
30.76171875,30.76171875,0,3_20
11.72637939,23.45275879,0,3_20
12.92800903,25.85601807,0,3_20
22.50671387,22.50671387,0,3_20
17.56286621,35.12573242,0,3_20
16.98303223,33.96606445,0,3_20
20.87402344,20.87402344,0,3_20
12.80212402,12.80212402,0,3_20
27.25601196,54.51202393,0,3_20
33.87451172,33.87451172,0,3_20
15.25878906,15.25878906,0,3_20
16.76559448,33.53118896,0,3_20
15.86151123,31.72302246,0,3_20
20.96557617,20.96557617,0,3_20
24.76501465,24.76501465,0,3_20
13.83972168,13.83972168,0,3_20
38.81835938,38.81835938,0,3_20
11.94763184,11.94763184,0,3_20
12.39776611,12.39776611,0,3_20
12.38250732,12.38250732,0,3_20
26.00097656,26.00097656,0,3_20
12.6953125,50.78125,0,3_20
12.64572144,25.29144287,0,3_20
11.67297363,11.67297363,0,3_20
15.25878906,15.25878906,0,3_20
12.40158081,24.80316162,0,3_20
14.12391663,56.4956665,0,3_20
20.08056641,20.08056641,0,3_20
19.71435547,19.71435547,0,3_20
12.26806641,12.26806641,0,3_20
42.00744629,84.01489258,0,3_20
19.01245117,38.02490234,0,3_20
26.72831217,80.18493652,0,3_20
28.69669596,86.09008789,0,3_20
61.04660034,122.0932007,0,3_20
37.01019287,74.02038574,0,3_20
13.51165771,13.51165771,0,3_20
32.07015991,64.14031982,0,3_20
18.79882813,18.79882813,0,3_20
28.89633179,57.79266357,0,3_20
20.41625977,20.41625977,0,3_20
33.35571289,66.71142578,0,3_20
25.23040771,50.46081543,0,3_20
31.1050415,155.5252075,0,3_20
23.82151286,71.46453857,0,3_20
19.79675293,98.98376465,0,3_20
23.45275879,23.45275879,0,3_20
17.28312174,51.84936523,0,3_20
21.11816406,42.23632813,0,3_20
10.64300537,10.64300537,0,3_20
14.52255249,29.04510498,0,3_20
12.0976766,36.29302979,0,3_20
23.23913574,23.23913574,0,3_20
11.94763184,11.94763184,0,3_20
29.23075358,87.69226074,0,3_20
13.63372803,27.26745605,0,3_20
12.51220703,12.51220703,0,3_20
32.37915039,32.37915039,0,3_20
12.03155518,12.03155518,0,3_20
10.4675293,10.4675293,0,3_20
16.29638672,16.29638672,0,3_20
51.66625977,51.66625977,0,3_20
29.22058105,29.22058105,0,3_20
27.38952637,27.38952637,0,3_20
29.17480469,29.17480469,0,3_20
23.34594727,46.69189453,0,3_20
37.64343262,150.5737305,0,3_20
27.68198649,83.04595947,0,3_20
21.30508423,42.61016846,0,3_20
16.51000977,16.51000977,0,3_20
11.93094254,23.86188507,0,3_20
19.96803284,19.96803284,0,3_20
16.7427063,33.4854126,0,3_21
19.68765259,39.37530518,0,3_21
12.56561279,12.56561279,0,3_21
34.05761719,34.05761719,0,3_21
15.54870605,15.54870605,0,3_21
12.44608561,37.33825684,0,3_21
10.84899902,10.84899902,0,3_21
11.1618042,11.1618042,0,3_21
10.39123535,10.39123535,0,3_21
17.0211792,34.0423584,0,3_21
17.18139648,34.36279297,0,3_21
11.69586182,11.69586182,0,3_21
26.42250061,105.6900024,0,3_21
35.29866536,105.8959961,0,3_21
38.19274902,76.38549805,0,3_21
27.43530273,27.43530273,0,3_21
18.11599731,36.23199463,0,3_21
18.97239685,75.8895874,0,3_21
10.0402832,10.0402832,0,3_21
12.77160645,12.77160645,0,3_21
18.02062988,18.02062988,0,3_21
20.52561442,61.57684326,0,3_21
11.90185547,23.80371094,0,3_21
11.84844971,11.84844971,0,3_21
23.39172363,23.39172363,0,3_21
15.4800415,30.96008301,0,3_21
26.58081055,26.58081055,0,3_21
22.53723145,22.53723145,0,3_21
11.40594482,11.40594482,0,3_21
19.84786987,39.69573975,0,3_21
16.81009928,50.43029785,0,3_21
16.70837402,16.70837402,0,3_21
15.42663574,15.42663574,0,3_21
20.27893066,20.27893066,0,3_21
19.19555664,19.19555664,0,3_21
36.63635254,73.27270508,0,3_21
12.56561279,12.56561279,0,3_21
23.35357666,46.70715332,0,3_21
20.94116211,104.7058105,0,3_21
12.14599609,12.14599609,0,3_21
21.16394043,21.16394043,0,3_21
16.79992676,16.79992676,0,3_21
28.77807617,28.77807617,0,3_21
27.13012695,108.5205078,0,3_21
33.38623047,33.38623047,0,3_21
23.94104004,23.94104004,0,3_21
15.40756226,61.63024902,0,3_21
13.5345459,13.5345459,0,3_21
17.23098755,34.4619751,0,3_21
15.10620117,15.10620117,0,3_21
13.9541626,13.9541626,0,3_21
15.17486572,15.17486572,0,3_21
16.99829102,16.99829102,0,3_21
18.87512207,37.75024414,0,3_21
27.37808228,54.75616455,0,3_21
13.34381104,13.34381104,0,3_21
10.49041748,10.49041748,0,3_21
23.75793457,23.75793457,0,3_21
13.56506348,13.56506348,0,3_21
16.92962646,33.85925293,0,3_21
13.56506348,13.56506348,0,3_21
14.28985596,28.57971191,0,3_21
28.85437012,28.85437012,0,3_21
29.8538208,59.7076416,0,3_21
54.90112305,54.90112305,0,3_21
26.49434408,79.48303223,0,3_21
20.93505859,20.93505859,0,3_21
23.7197876,47.4395752,0,3_21
31.73828125,31.73828125,0,3_21
16.03317261,32.06634521,0,3_21
20.84350586,20.84350586,0,3_21
22.62878418,45.25756836,0,3_21
14.59503174,14.59503174,0,3_21
20.49255371,40.98510742,0,3_21
29.73937988,59.47875977,0,3_21
21.01898193,63.0569458,0,3_21
21.42333984,21.42333984,0,3_21
17.36450195,34.72900391,0,3_21
18.60427856,37.20855713,0,3_21
13.1187439,26.23748779,0,3_21
14.20593262,56.82373047,0,3_21
17.5298055,52.5894165,0,3_21
15.81954956,31.63909912,0,3_21
13.61083984,13.61083984,0,3_21
15.15960693,15.15960693,0,3_21
19.2565918,38.51318359,0,3_21
11.36398315,22.72796631,0,3_21
13.98468018,13.98468018,0,3_21
14.5111084,29.0222168,0,3_21
14.40811157,28.81622314,0,3_21
16.37268066,16.37268066,0,3_21
17.41027832,34.82055664,0,3_21
27.86509196,83.59527588,0,3_21
27.02331543,27.02331543,0,3_21
11.97814941,11.97814941,0,3_21
15.32440186,76.62200928,0,3_21
14.53399658,29.06799316,0,3_21
37.17041016,37.17041016,0,3_21
17.78030396,35.56060791,0,3_21
20.96557617,20.96557617,0,3_21
24.98372396,74.95117188,0,3_21
15.61737061,31.23474121,0,3_21
