rainfall_intensity,cumulative_rainfall,occurrences,pixel
15.57159424,15.57159424,0,2_18
12.82501221,25.65002441,0,2_18
20.35522461,20.35522461,0,2_18
15.33508301,15.33508301,0,2_18
15.57159424,15.57159424,0,2_18
12.4130249,12.4130249,0,2_18
25.61569214,51.23138428,0,2_18
15.52581787,15.52581787,0,2_18
10.67352295,10.67352295,0,2_18
16.0369873,16.0369873,0,2_18
45.8984375,45.8984375,0,2_18
14.16778564,14.16778564,0,2_18
20.09391785,80.37567139,0,2_18
22.14050293,22.14050293,0,2_18
20.95031738,41.90063477,0,2_18
12.1383667,24.2767334,0,2_18
18.44787598,18.44787598,0,2_18
15.45715332,30.91430664,0,2_18
11.76452637,11.76452637,0,2_18
23.50234985,47.00469971,0,2_18
13.03482056,52.13928223,0,2_18
25.00915527,25.00915527,0,2_18
12.70294189,12.70294189,0,2_18
14.84680176,14.84680176,0,2_18
11.71112061,11.71112061,0,2_18
13.19503784,26.39007568,0,2_18
21.49963379,21.49963379,0,2_18
62.48474121,124.9694824,0,2_18
73.85253906,73.85253906,0,2_18
11.90185547,47.60742188,0,2_18
12.39776611,12.39776611,0,2_18
25.00915527,50.01831055,0,2_18
17.73071289,17.73071289,0,2_18
10.97869873,10.97869873,0,2_18
12.04299927,24.08599854,0,2_18
18.95141602,18.95141602,0,2_18
21.57211304,43.14422607,0,2_18
15.64025879,15.64025879,0,2_18
35.06469727,35.06469727,0,2_18
17.18393962,51.55181885,0,2_18
17.88330078,17.88330078,0,2_18
15.79666138,31.59332275,0,2_18
16.55578613,16.55578613,0,2_18
21.97265625,21.97265625,0,2_18
24.45983887,24.45983887,0,2_18
27.94392904,83.83178711,0,2_18
12.76397705,12.76397705,0,2_18
18.56994629,37.13989258,0,2_18
20.87783813,41.75567627,0,2_18
18.16558838,36.33117676,0,2_18
23.88000488,23.88000488,0,2_18
13.27514648,26.55029297,0,2_18
14.34326172,14.34326172,0,2_18
19.56558228,39.13116455,0,2_18
16.67785645,16.67785645,0,2_18
16.69006348,83.45031738,0,2_18
24.26147461,48.52294922,0,2_18
18.32389832,73.29559326,0,2_18
15.41900635,30.8380127,0,2_18
18.05114746,18.05114746,0,2_18
12.11547852,12.11547852,0,2_18
25.2532959,25.2532959,0,2_18
11.77978516,11.77978516,0,2_18
11.07788086,11.07788086,0,2_18
13.63754272,27.27508545,0,2_18
35.91918945,71.83837891,0,2_18
13.14544678,13.14544678,0,2_18
27.77671814,111.1068726,0,2_18
21.09781901,63.29345703,0,2_18
17.65950521,52.97851563,0,2_18
31.14318848,31.14318848,0,2_18
14.98794556,29.97589111,0,2_18
12.12310791,12.12310791,0,2_18
29.03747559,29.03747559,0,2_18
21.01516724,42.03033447,0,2_18
23.55957031,23.55957031,0,2_18
17.46559143,69.86236572,0,2_18
11.06262207,11.06262207,0,2_18
13.80157471,13.80157471,0,2_18
15.70510864,31.41021729,0,2_18
37.2543335,74.50866699,0,2_18
16.38793945,16.38793945,0,2_18
35.20965576,105.6289673,0,2_18
13.74053955,13.74053955,0,2_18
12.62664795,12.62664795,0,2_18
33.203125,33.203125,0,2_18
38.63525391,38.63525391,0,2_18
37.62817383,37.62817383,0,2_18
10.42175293,10.42175293,0,2_18
34.37042236,68.74084473,0,2_18
17.39501953,17.39501953,0,2_18
10.20050049,10.20050049,0,2_18
21.31652832,85.26611328,0,2_18
25.71105957,51.42211914,0,2_18
33.26416016,33.26416016,0,2_18
25.92849731,51.85699463,0,2_18
11.81030273,11.81030273,0,2_18
11.73019409,23.46038818,0,2_18
14.41955566,14.41955566,0,2_18
17.08984375,17.08984375,0,2_18
12.67242432,12.67242432,0,2_18
21.01898193,42.03796387,0,2_18
11.53564453,11.53564453,0,2_18
24.44458008,73.33374023,0,2_18
10.71166992,10.71166992,0,2_18
25.78735352,25.78735352,0,2_18
31.25762939,62.51525879,0,2_18
30.80749512,30.80749512,0,2_18
19.63806152,19.63806152,0,2_18
16.61682129,16.61682129,0,2_18
32.01293945,32.01293945,0,2_18
23.7121582,23.7121582,0,2_18
18.90563965,18.90563965,0,2_18
31.22329712,124.8931885,0,2_18
20.83435059,104.1717529,0,2_18
18.66149902,18.66149902,0,2_18
12.58850098,25.17700195,0,2_18
28.8289388,86.48681641,0,2_18
13.79394531,13.79394531,0,2_18
14.29748535,14.29748535,0,2_18
24.26147461,24.26147461,0,2_18
14.41955566,14.41955566,0,2_18
25.31433105,75.94299316,0,2_18
12.33673096,12.33673096,0,2_18
13.35906982,13.35906982,0,2_18
21.16394043,105.8197021,0,2_18
10.94818115,10.94818115,0,2_18
10.84136963,10.84136963,0,2_18
21.51489258,21.51489258,0,2_18
40.49682617,40.49682617,0,2_18
16.54052734,16.54052734,0,2_18
11.77215576,11.77215576,0,2_18
39.15405273,39.15405273,0,2_18
35.60028076,178.0014038,0,2_18
16.34216309,16.34216309,0,2_18
19.32271322,57.96813965,0,2_18
21.900177,43.800354,0,2_18
12.45117188,12.45117188,0,2_18
15.71350098,78.56750488,0,2_18
13.07678223,13.07678223,0,2_18
23.13232422,23.13232422,0,2_18
19.85168457,39.70336914,0,2_18
12.07733154,12.07733154,0,2_18
36.2701416,108.8104248,0,2_18
16.11328125,16.11328125,0,2_18
19.98901367,19.98901367,0,2_18
12.29095459,24.58190918,0,2_18
16.33071899,32.66143799,0,2_18
33.78295898,33.78295898,0,2_18
20.20263672,20.20263672,0,2_18
30.45654297,60.91308594,0,2_18
27.40478516,54.80957031,0,2_18
19.27185059,19.27185059,0,2_18
13.24081421,26.48162842,0,2_18
11.72637939,23.45275879,0,2_18
17.36450195,34.72900391,0,2_18
28.68652344,28.68652344,0,2_18
10.94055176,21.88110352,0,2_18
19.96040344,79.84161377,0,2_18
22.33632406,67.00897217,0,2_18
18.60046387,18.60046387,0,2_18
32.65380859,32.65380859,0,2_18
19.72198486,39.44396973,0,2_18
14.57214355,14.57214355,0,2_18
17.12417603,34.24835205,0,2_18
23.05603027,69.16809082,0,2_18
16.4642334,16.4642334,0,2_18
10.4598999,10.4598999,0,2_18
12.75634766,12.75634766,0,2_18
14.19830322,14.19830322,0,2_18
10.35308838,20.70617676,0,2_18
14.27459717,14.27459717,0,2_18
16.19338989,32.38677979,0,2_18
11.67297363,11.67297363,0,2_18
31.37207031,31.37207031,0,2_18
46.20361328,46.20361328,0,2_18
18.46313477,18.46313477,0,2_18
11.92474365,11.92474365,0,2_18
17.8527832,17.8527832,0,2_18
11.55471802,46.21887207,0,2_18
13.22555542,26.45111084,0,2_18
39.55332438,118.6599731,0,2_18
23.21624756,46.43249512,0,2_18
17.5298055,105.178833,0,2_18
20.69091797,41.38183594,0,2_18
16.60410563,49.81231689,0,2_18
22.23205566,22.23205566,0,2_18
12.77160645,25.54321289,0,2_18
20.45249939,81.80999756,0,2_18
14.06097412,28.12194824,0,2_18
12.98522949,12.98522949,0,2_18
28.54919434,28.54919434,0,2_18
18.81027222,75.24108887,0,2_18
15.2053833,30.4107666,0,2_18
15.71655273,15.71655273,0,2_18
18.43261719,36.86523438,0,2_18
18.53370667,74.13482666,0,2_18
11.56616211,11.56616211,0,2_18
12.93563843,25.87127686,0,2_18
19.93815104,59.81445313,0,2_18
18.87512207,18.87512207,1,2_18
26.30106608,78.90319824,0,2_18
32.85725911,98.57177734,0,2_18
44.3572998,88.71459961,0,2_18
18.49365234,18.49365234,0,2_18
24.67346191,74.02038574,0,2_18
20.33996582,20.33996582,0,2_18
11.63482666,11.63482666,0,2_18
17.57049561,35.14099121,0,2_18
19.63806152,19.63806152,0,2_18
20.01953125,40.0390625,0,2_18
15.75088501,31.50177002,0,2_18
21.88110352,21.88110352,0,2_18
11.52038574,11.52038574,0,2_18
13.17087809,39.51263428,0,2_18
19.69909668,19.69909668,0,2_18
29.11376953,29.11376953,0,2_18
27.6184082,27.6184082,0,2_18
17.25769043,17.25769043,0,2_18
12.77160645,12.77160645,0,2_18
22.95684814,45.91369629,0,2_18
14.11437988,14.11437988,0,2_18
41.2902832,41.2902832,0,2_18
35.72463989,71.44927979,0,2_18
24.56665039,24.56665039,0,2_18
12.9776001,25.9552002,0,2_18
10.49804688,10.49804688,0,2_18
18.93615723,18.93615723,0,2_18
11.12365723,11.12365723,0,2_18
11.49749756,11.49749756,0,2_18
25.98571777,51.97143555,0,2_18
14.18304443,14.18304443,0,2_18
28.00496419,84.01489258,0,2_18
36.43798828,36.43798828,0,2_18
11.33728027,11.33728027,0,2_18
21.8963623,21.8963623,0,2_18
18.2800293,18.2800293,0,2_18
12.64953613,12.64953613,0,2_18
17.24243164,17.24243164,0,2_18
12.80975342,12.80975342,0,2_18
11.36016846,11.36016846,0,2_18
17.41027832,17.41027832,0,2_18
10.83374023,10.83374023,0,2_18
10.3225708,10.3225708,0,2_18
32.90939331,65.81878662,0,2_18
18.08166504,18.08166504,0,2_18
25.97045898,25.97045898,0,2_18
22.42088318,89.68353271,0,2_18
13.71002197,13.71002197,0,2_18
25.26855469,50.53710938,0,2_18
14.0838623,14.0838623,0,2_18
13.77487183,27.54974365,0,2_18
15.07568359,15.07568359,0,2_18
26.0925293,26.0925293,0,2_18
19.28710938,19.28710938,0,2_18
15.17486572,15.17486572,0,2_18
11.50512695,11.50512695,0,2_18
24.21061198,72.63183594,0,2_18
25.24312337,75.72937012,0,2_18
15.8996582,15.8996582,0,2_18
36.9720459,73.9440918,0,2_18
15.78521729,31.57043457,0,2_18
11.53564453,11.53564453,0,2_18
15.51818848,31.03637695,0,2_18
15.2053833,15.2053833,0,2_18
11.89422607,23.78845215,0,2_18
10.97869873,10.97869873,0,2_18
15.40120443,46.20361328,0,2_18
35.24780273,35.24780273,0,2_18
23.65112305,70.95336914,0,2_18
14.82009888,29.64019775,0,2_18
19.08111572,38.16223145,0,2_18
15.52581787,15.52581787,0,2_18
12.17651367,12.17651367,0,2_18
23.9982605,47.996521,0,2_18
14.15252686,14.15252686,0,2_18
16.11328125,16.11328125,0,2_18
18.03588867,18.03588867,0,2_18
17.62008667,35.24017334,0,2_18
10.79559326,10.79559326,0,2_18
19.40917969,19.40917969,0,2_18
12.63427734,12.63427734,0,2_18
25.77209473,25.77209473,0,2_18
16.41845703,16.41845703,0,2_18
11.19995117,11.19995117,0,2_18
13.31329346,13.31329346,0,2_18
40.43579102,40.43579102,0,2_18
40.53115845,243.1869507,0,2_18
11.65771484,11.65771484,0,2_18
15.4876709,15.4876709,0,2_18
14.80865479,14.80865479,0,2_18
29.69360352,29.69360352,0,2_18
11.88659668,11.88659668,0,2_18
10.76507568,10.76507568,0,2_18
30.63964844,30.63964844,0,2_18
25.46691895,25.46691895,0,2_18
17.55523682,35.11047363,0,2_18
13.13781738,26.27563477,0,2_18
10.597229,10.597229,0,2_18
28.01513672,28.01513672,0,2_18
18.77593994,37.55187988,0,2_18
16.41337077,49.2401123,0,2_18
12.74871826,12.74871826,0,2_18
28.12194824,28.12194824,0,2_18
30.6854248,61.37084961,0,2_18
36.59057617,36.59057617,0,2_18
34.21020508,34.21020508,0,2_18
10.91766357,10.91766357,0,2_18
19.18029785,19.18029785,0,2_18
27.07519531,135.3759766,0,2_18
38.48266602,115.447998,0,2_18
24.6887207,24.6887207,0,2_18
22.41516113,22.41516113,0,2_18
23.04077148,23.04077148,0,2_18
20.93251546,62.79754639,0,2_18
10.52856445,10.52856445,0,2_18
11.4364624,11.4364624,0,2_18
37.23144531,37.23144531,0,2_18
22.43041992,22.43041992,0,2_18
16.70074463,33.40148926,0,2_18
15.28167725,15.28167725,0,2_18
35.98022461,35.98022461,0,2_18
11.60812378,23.21624756,0,2_18
30.70068359,30.70068359,0,2_18
17.72689819,35.45379639,0,2_18
16.54052734,16.54052734,0,2_18
22.53723145,22.53723145,0,2_18
26.82495117,26.82495117,0,2_18
17.31872559,17.31872559,0,2_18
11.05499268,22.10998535,0,2_18
27.38698324,82.16094971,0,2_18
12.19177246,12.19177246,0,2_18
33.53881836,33.53881836,0,2_18
27.48616536,82.45849609,0,2_18
16.42608643,32.85217285,0,2_18
10.34545898,10.34545898,0,2_18
22.30834961,22.30834961,0,2_18
22.21679688,22.21679688,0,2_18
17.5075531,70.0302124,0,2_18
22.28546143,44.57092285,0,2_18
22.85766602,22.85766602,0,2_18
17.21191406,17.21191406,0,2_18
24.30725098,48.61450195,0,2_18
11.03973389,11.03973389,0,2_18
22.23205566,22.23205566,0,2_18
22.12524414,22.12524414,0,2_18
11.26861572,11.26861572,0,2_18
17.68493652,17.68493652,0,2_18
14.5111084,14.5111084,0,2_18
14.81628418,14.81628418,0,2_18
19.79064941,19.79064941,0,2_18
52.21557617,52.21557617,0,2_18
32.6385498,65.27709961,0,2_18
13.15307617,13.15307617,0,2_18
17.7637736,53.2913208,0,2_18
11.79504395,11.79504395,0,2_18
22.26257324,22.26257324,0,2_18
21.71325684,21.71325684,0,2_18
18.90563965,18.90563965,0,2_18
18.70727539,18.70727539,0,2_18
12.18414307,24.36828613,0,2_18
12.61901855,12.61901855,0,2_18
16.1895752,32.37915039,0,2_18
28.22875977,28.22875977,0,2_18
10.42938232,10.42938232,0,2_18
13.18359375,13.18359375,0,2_18
19.02770996,19.02770996,0,2_18
12.73345947,12.73345947,0,2_18
19.54650879,19.54650879,0,2_18
36.1328125,36.1328125,0,2_18
27.08435059,27.08435059,0,2_18
12.61901855,12.61901855,0,2_18
20.33996582,20.33996582,0,2_18
17.37976074,34.75952148,0,2_18
16.75415039,16.75415039,0,2_18
21.04187012,21.04187012,0,2_18
26.68762207,26.68762207,0,2_18
15.10620117,15.10620117,0,2_18
22.10998535,22.10998535,0,2_18
14.14871216,28.29742432,0,2_18
10.88968913,32.66906738,0,2_18
11.98577881,11.98577881,0,2_18
17.08984375,34.1796875,0,2_18
25.72631836,25.72631836,0,2_18
21.71325684,21.71325684,0,2_18
11.52038574,11.52038574,0,2_18
41.10717773,82.21435547,0,2_18
14.46533203,14.46533203,0,2_18
12.74108887,12.74108887,0,2_18
22.27783203,44.55566406,0,2_18
23.62823486,47.25646973,0,2_18
71.53320313,71.53320313,0,2_18
25.22277832,50.44555664,0,2_18
13.72528076,13.72528076,0,2_18
30.15136719,30.15136719,0,2_18
11.63482666,11.63482666,0,2_18
25.18844604,50.37689209,0,2_18
13.61846924,13.61846924,0,2_18
28.23638916,56.47277832,0,2_18
20.05386353,40.10772705,0,2_18
16.17940267,48.53820801,0,2_18
14.19830322,28.39660645,0,2_18
21.33178711,21.33178711,0,2_18
19.77920532,39.55841064,0,2_18
18.39065552,36.78131104,0,2_18
11.3067627,11.3067627,0,2_18
15.11383057,30.22766113,0,2_18
15.15960693,30.31921387,0,2_18
16.40319824,16.40319824,0,2_18
14.63317871,14.63317871,0,2_18
10.38360596,10.38360596,0,2_18
22.28291829,66.84875488,0,2_18
10.20812988,10.20812988,0,2_18
10.65826416,10.65826416,0,2_18
29.87670898,29.87670898,0,2_18
14.77813721,29.55627441,0,2_18
42.63305664,42.63305664,0,2_18
25.13122559,25.13122559,0,2_18
25.00915527,25.00915527,0,2_18
17.24243164,17.24243164,0,2_18
20.32852173,40.65704346,0,2_18
32.15026855,96.45080566,0,2_18
31.21185303,62.42370605,0,2_18
15.78521729,31.57043457,0,2_18
12.15744019,12.15744019,0,2_18
14.97395833,44.921875,0,2_19
18.09310913,36.18621826,0,2_19
26.59606934,26.59606934,0,2_19
13.46460978,80.78765869,0,2_19
12.47024536,24.94049072,0,2_19
10.61248779,10.61248779,0,2_19
12.45117188,24.90234375,0,2_19
25.26855469,101.0742188,0,2_19
33.46761068,100.402832,0,2_19
29.12139893,58.24279785,0,2_19
24.03259277,24.03259277,0,2_19
17.23480225,34.46960449,0,2_19
16.80603027,84.03015137,0,2_19
19.70672607,39.41345215,0,2_19
11.13128662,11.13128662,0,2_19
11.19995117,11.19995117,0,2_19
11.94000244,11.94000244,0,2_19
18.38684082,18.38684082,0,2_19
11.52801514,11.52801514,0,2_19
26.67236328,26.67236328,0,2_19
23.26965332,23.26965332,0,2_19
10.43701172,10.43701172,0,2_19
28.77807617,28.77807617,0,2_19
14.600118,43.800354,0,2_19
25.42114258,25.42114258,0,2_19
28.36608887,28.36608887,0,2_19
16.72363281,16.72363281,0,2_19
27.98461914,55.96923828,0,2_19
16.00646973,32.01293945,0,2_19
17.71850586,88.5925293,0,2_19
22.0489502,22.0489502,0,2_19
13.2522583,13.2522583,0,2_19
19.01245117,19.01245117,0,2_19
28.70483398,143.5241699,0,2_19
18.25332642,36.50665283,0,2_19
16.34979248,32.69958496,0,2_19
13.58032227,27.16064453,0,2_19
10.29968262,10.29968262,0,2_19
16.54052734,16.54052734,0,2_19
14.59503174,14.59503174,0,2_19
16.96268717,50.88806152,0,2_19
40.77148438,40.77148438,0,2_19
29.75463867,29.75463867,0,2_19
10.05554199,10.05554199,0,2_19
15.05279541,30.10559082,0,2_19
12.39776611,12.39776611,0,2_19
13.09967041,13.09967041,0,2_19
22.44567871,22.44567871,0,2_19
31.63909912,63.27819824,0,2_19
47.18017578,47.18017578,0,2_19
24.53613281,73.60839844,0,2_19
10.76507568,10.76507568,0,2_19
14.0914917,42.2744751,0,2_19
19.13452148,19.13452148,0,2_19
13.77105713,27.54211426,0,2_19
19.28710938,19.28710938,0,2_19
11.87896729,23.75793457,0,2_19
11.79885864,23.59771729,0,2_19
17.24243164,34.48486328,0,2_19
19.35068766,58.05206299,0,2_19
19.42698161,58.28094482,0,2_19
21.74377441,21.74377441,0,2_19
16.97158813,33.94317627,0,2_19
16.70837402,33.41674805,0,2_19
12.96234131,25.92468262,0,2_19
18.15795898,18.15795898,0,2_19
18.51145426,55.53436279,0,2_19
22.0489502,22.0489502,0,2_19
10.55908203,10.55908203,0,2_19
15.15960693,15.15960693,0,2_19
19.62280273,39.24560547,0,2_19
13.74435425,27.4887085,0,2_19
14.84680176,14.84680176,0,2_19
15.74325562,31.48651123,0,2_19
15.25497437,30.50994873,0,2_19
16.09802246,16.09802246,0,2_19
17.14324951,34.28649902,0,2_19
33.39894613,100.1968384,0,2_19
22.62878418,22.62878418,0,2_19
12.95280457,51.81121826,0,2_19
15.68222046,31.36444092,0,2_19
26.5045166,26.5045166,0,2_19
14.68658447,29.37316895,0,2_19
13.99993896,13.99993896,0,2_19
16.98875427,67.95501709,0,2_19
14.19830322,14.19830322,0,2_19
14.45007324,14.45007324,0,2_19
37.59765625,37.59765625,0,2_19
23.1628418,23.1628418,0,2_19
35.21728516,35.21728516,0,2_19
14.96887207,29.93774414,0,2_19
12.22991943,12.22991943,0,2_19
13.96942139,27.93884277,0,2_19
10.45227051,10.45227051,0,2_19
22.12524414,22.12524414,0,2_19
15.57159424,31.14318848,0,2_19
15.70129395,15.70129395,0,2_19
39.26849365,78.5369873,0,2_19
20.28910319,60.86730957,0,2_19
10.09368896,10.09368896,0,2_19
17.0211792,34.0423584,0,2_19
24.10316467,96.41265869,0,2_19
10.06317139,10.06317139,0,2_19
17.24243164,17.24243164,0,2_19
11.42120361,11.42120361,0,2_19
15.56777954,31.13555908,0,2_19
21.43096924,42.86193848,0,2_19
33.59985352,33.59985352,0,2_19
11.80267334,11.80267334,0,2_19
16.83044434,16.83044434,0,2_19
19.97375488,19.97375488,0,2_19
16.69311523,16.69311523,0,2_19
16.23535156,16.23535156,0,2_19
12.0010376,12.0010376,0,2_19
24.33776855,48.67553711,0,2_19
10.92529297,10.92529297,0,2_19
35.67504883,35.67504883,0,2_19
